sku,name,price,description,short_description,weight,categories,base_image,thumbnail_image,small_image,additional_images,additional_attributes,attribute_set_code,product_type,product_websites,product_online,tax_class_name,visibility,qty,is_in_stock,website_id
nl-000637,"Hamilton pendant lamp",359,"Graceful in its simplicity, our conical Hamilton pendant lamp provides a modern lighting accent in any entertaining space. The anodized black matte exterior is complemented by a gold interior, to enhance its illumination effect. Requires 1 x E26 medium base 100 watt bulb (not included).","Graceful in its simplicity, our conical Hamilton pendant lamp provides a modern lighting accent in any entertaining space. The anodized black matte exterior is complemented by a gold interior, to enhance its illumination effect. Requires 1 x E26 medium base 100 watt bulb (not included).",5,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/c/o/colette-hgho134_1.gif,/c/o/colette-hgho134_1.gif,/c/o/colette-hgho134_1.gif,"/c/o/colette-hgho134.gif,/c/o/colette-hgho134_1.gif","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGHO134,njm_name=colette pendant lamp,dimensions=<p>17 3/4"" x 56 1/2""
<br>Shade height: 5 1/2""
<br>overall height adjustable up to maximum 56 1/2""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000645,"Mayfield ceiling lamp",649,"With its modern pendant form, the our Mayfield ceiling lamp offers a lighting accent of simple sophistication. The aluminum shade is available in a black or white powder coat finish to complement the clear cable. Requires 1 x E26 medium base 75 watt bulbs (not included).","With its modern pendant form, the our Mayfield ceiling lamp offers a lighting accent of simple sophistication. The aluminum shade is available in a black or white powder coat finish to complement the clear cable. Requires 1 x E26 medium base 75 watt bulbs (not included).",18,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/l/a/large-dome-light_1.jpg,/l/a/large-dome-light_1.jpg,/l/a/large-dome-light_1.jpg,"/l/a/large-dome-light.jpg,/l/a/large-dome-light_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML262,njm_name=dome ceiling lamp,dimensions=<p>15 3/4"" x 16""
<br>cable length: 68""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000646,"Cairo pendant lamp",929,"The adjustable height Cairo pendant lamp is crafted from a collection of clear acrylic orbs, and comes in two sizes. It provides a warm, diffused lighting effect in the modern home. 1"" thick canopy supplied. Requires 1 x 4 1/2"" T3 150 watt halogen bulb (included).","The adjustable height Cairo pendant lamp is crafted from a collection of clear acrylic orbs, and comes in two sizes. It provides a warm, diffused lighting effect in the modern home. 1"" thick canopy supplied. Requires 1 x 4 1/2"" T3 150 watt halogen bulb (included).",29,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/b/u/bulle-pendant-large-hgml274_1.jpg,/b/u/bulle-pendant-large-hgml274_1.jpg,/b/u/bulle-pendant-large-hgml274_1.jpg,"/b/u/bulle-pendant-large-hgml274.jpg,/b/u/bulle-pendant-large-hgml274_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML274,njm_name=bulle pendant lamp - large,dimensions=<p>24"" x 7 1/4""
<br>Cable length: 50""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000649,"Goshen 30 lamp chandelier",879,"Our Goshen 30 and 50 lamp chandeliers are our reproductions of the popular 2097 lamp designs and offers a distinctly modern lighting fixture for any interior room. This smaller Goshen 30 lamp chandelier features a chrome finish stainless steel central frame, with five arm tiers, and requires 30 x E12 T20 15 watt bulbs (included). It has adjustable stainless steel cables, a steel ceiling fitting, and supplied canopy. ","Our Goshen 30 and 50 lamp chandeliers are our reproductions of the popular 2097 lamp designs and offers a distinctly modern lighting fixture for any interior room. This smaller Goshen 30 lamp chandelier features a chrome finish stainless steel central frame, with five arm tiers, and requires 30 x E12 T20 15 watt bulbs (included). It has adjustable stainless steel cables, a steel ceiling fitting, and supplied canopy. ",25,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/m/e/medusa-small-hgml326_1.jpg,/m/e/medusa-small-hgml326_1.jpg,/m/e/medusa-small-hgml326_1.jpg,"/m/e/medusa-small-hgml326.jpg,/m/e/medusa-small-hgml326_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML326,njm_name=gino sarfatti 2097 chandelier 30 lamp,dimensions=<p><p>32 1/4"" x 22 1/4""<br />Cable length: 39""</p></p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000650,"Goshen 50 lamp chandelier",1099,"Our Goshen 30 and 50 lamp chandeliers are our reproductions of the popular 2097 lamp designs and offers a distinctly modern lighting fixture for any interior room. This larger Goshen 50 lamp chandelier features a chrome finish stainless steel central frame, with five arm tiers, and requires 50 x E12 T20 15 watt bulbs (included). It has adjustable stainless steel cables, a steel ceiling fitting, and supplied canopy. ","Our Goshen 30 and 50 lamp chandeliers are our reproductions of the popular 2097 lamp designs and offers a distinctly modern lighting fixture for any interior room. This larger Goshen 50 lamp chandelier features a chrome finish stainless steel central frame, with five arm tiers, and requires 50 x E12 T20 15 watt bulbs (included). It has adjustable stainless steel cables, a steel ceiling fitting, and supplied canopy. ",45,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/m/e/medusa-large-hgml327_1.jpg,/m/e/medusa-large-hgml327_1.jpg,/m/e/medusa-large-hgml327_1.jpg,"/m/e/medusa-large-hgml327.jpg,/m/e/medusa-large-hgml327_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML327,njm_name=gino sarfatti 2097 chandelier 50 lamp,dimensions=<p>40"" x 28""
<br>Cable length: 39""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000652,"Catlin pendant lamp",199,"The bevel-lipped trumpet shape elevates our Catlin pendant lamp into a stylish lighting accent for the modern home. The metal shade in a black or white powder coat finish exterior contrasts with a hand-finished gold interior to maximize illumination. Requires 1 x E12 40 watt (candelabra base) bulb (not included).","The bevel-lipped trumpet shape elevates our Catlin pendant lamp into a stylish lighting accent for the modern home. The metal shade in a black or white powder coat finish exterior contrasts with a hand-finished gold interior to maximize illumination. Requires 1 x E12 40 watt (candelabra base) bulb (not included).",5,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/e/u/euclid-pendant-hgml366_1.jpg,/e/u/euclid-pendant-hgml366_1.jpg,/e/u/euclid-pendant-hgml366_1.jpg,"/e/u/euclid-pendant-hgml366.jpg,/e/u/euclid-pendant-hgml366_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML366,njm_name=euclid pendant lamp,dimensions=<p>12 x 17 1/4""<br>Cord length: 59""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000653,"Schuylerfalls pendant lamp",299,"Our Schuylerfalls pendant lamp features ten free-hanging wired bulbs that form a minimalist lighting source for the modern dining room or other living area. This variable diameter and height fixture has a black metal frame and comes with a canopy. The hard-wired application requires a dimmer and 10 x E26 medium base max 150 watt bulbs (not included).","Our Schuylerfalls pendant lamp features ten free-hanging wired bulbs that form a minimalist lighting source for the modern dining room or other living area. This variable diameter and height fixture has a black metal frame and comes with a canopy. The hard-wired application requires a dimmer and 10 x E26 medium base max 150 watt bulbs (not included).",11,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/h/g/hgml371_1__1.jpeg,/h/g/hgml371_1__1.jpeg,/h/g/hgml371_1__1.jpeg,"/h/g/hgml371_1_.jpeg,/h/g/hgml371.jpeg,/h/g/hgml371_1__1.jpeg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML371,njm_name=asaki pendant lamp,dimensions=<p>W71"" x 66"" maximum height
<br>Cord length: 59""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000654,"Schuyler pendant lamp",879,"Our rectangular Schuyler pendant lamp is crafted from tiered chains of 516 cascading hooked crystal loops, around a chrome frame. This hard-wired application adds dramatic style to modern dining room spaces and requires six E12 small base 60 watt bulbs (not included).","Our rectangular Schuyler pendant lamp is crafted from tiered chains of 516 cascading hooked crystal loops, around a chrome frame. This hard-wired application adds dramatic style to modern dining room spaces and requires six E12 small base 60 watt bulbs (not included).",38,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/j/a/jayden-large-pendant-hgml373_1.gif,/j/a/jayden-large-pendant-hgml373_1.gif,/j/a/jayden-large-pendant-hgml373_1.gif,"/j/a/jayden-large-pendant-hgml373.gif,/j/a/jayden-large-pendant-hgml373_1.gif","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML373,njm_name=jayden pendant lamp - large,dimensions=<p>48 x 10 x 16 1/2""
<br>Cord length: 90""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000655,"Ithaca pendant lamp",199,"Our Ithaca pendant lamp has a black or white powder coat finish metal shade with a contrasting gold tone interior to maximize illumination. This timeless lighting accent piece works in a variety of home interior spaces and requires one E12 candelabra base 40 watt bulb (not included).","Our Ithaca pendant lamp has a black or white powder coat finish metal shade with a contrasting gold tone interior to maximize illumination. This timeless lighting accent piece works in a variety of home interior spaces and requires one E12 candelabra base 40 watt bulb (not included).",4.6,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",/k/a/karl-pendant-hgml386_1.jpg,/k/a/karl-pendant-hgml386_1.jpg,/k/a/karl-pendant-hgml386_1.jpg,"/k/a/karl-pendant-hgml386.jpg,/k/a/karl-pendant-hgml386_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGML386,njm_name=karl pendant lamp,dimensions=<p>9 1/2 x 12""
<br>Cord length: 59""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000657,"Mechanic side table",999,"Crafted from marble blocks, our versatile Mechanic table series feature minimalist style suitable for both the modern home or office space, and can be mixed and matched or placed alone. Our Mechanic side table is available in three different marble color options with plenty of natural character and pattern variations in its cube form.","Crafted from marble blocks, our versatile Mechanic table series feature minimalist style suitable for both the modern home or office space, and can be mixed and matched or placed alone. Our Mechanic side table is available in three different marble color options with plenty of natural character and pattern variations in its cube form.",50,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",/1/8/18n-hgmm157-atkins-side-table.jpg,/1/8/18n-hgmm157-atkins-side-table.jpg,/1/8/18n-hgmm157-atkins-side-table.jpg,/1/8/18n-hgmm157-atkins-side-table.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGMM157,njm_name=atkins side table,dimensions=<p>20 x 20 x 22""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000658,"Mechanic coffee table",1579,"Crafted from marble blocks, our versatile Mechanic table series feature minimalist style suitable for both the modern home or office space, and can be mixed and matched or placed alone. Our Mechanic coffee table is available in three different marble color options with plenty of natural character and pattern variations in its cube form.","Crafted from marble blocks, our versatile Mechanic table series feature minimalist style suitable for both the modern home or office space, and can be mixed and matched or placed alone. Our Mechanic coffee table is available in three different marble color options with plenty of natural character and pattern variations in its cube form.",100,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",/1/8/18n-hgmm161-atkins-coffee-table.jpg,/1/8/18n-hgmm161-atkins-coffee-table.jpg,/1/8/18n-hgmm161-atkins-coffee-table.jpg,/1/8/18n-hgmm161-atkins-coffee-table.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGMM161,njm_name=atkins coffee table,dimensions=<p>36 x 36 x 15""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000659,"Mechanic end table",899,"Crafted from marble blocks, our versatile Mechanic table series feature minimalist style suitable for both the modern home or office space, and can be mixed and matched or placed alone. Our Mechanic end table is available in three different marble color options with plenty of natural character and pattern variations in its cube form.","Crafted from marble blocks, our versatile Mechanic table series feature minimalist style suitable for both the modern home or office space, and can be mixed and matched or placed alone. Our Mechanic end table is available in three different marble color options with plenty of natural character and pattern variations in its cube form.",50,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",/1/8/18n-hgmm163-atkins-end-table_1.jpg,/1/8/18n-hgmm163-atkins-end-table_1.jpg,/1/8/18n-hgmm163-atkins-end-table_1.jpg,/1/8/18n-hgmm163-atkins-end-table_1.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGMM165,njm_name=atkins end table,dimensions=<p>16 x 16 x 19.8""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000660,"Huron floor lamp",549,"The Huron floor lamp is our replica of the castiglioni flos arco design. The Arco lamp has become an icon of innovative illumination in the 20th century. Included in so many museum collections around the world it would take paragraphs just to list them all by name! The Arco lamp has become an icon of innovative illumination in the 20th century. Included in so many museum collections around the world it would take paragraphs just to list them all by name! One of our most popular items, our interpretation of this modern classic floor lamp features a solid veined marble base which supports a squared arc-shaped adjustable stem of stainless steel culminating in a brushed steel hemisphere with perforated circles for diffusing ambient light upward while direct illumination is directed downward. Base weighs 150 lbs.","The Huron floor lamp is our replica of the castiglioni flos arco design. The Arco lamp has become an icon of innovative illumination in the 20th century. Included in so many museum collections around the world it would take paragraphs just to list them all by name! The Arco lamp has become an icon of innovative illumination in the 20th century. Included in so many museum collections around the world it would take paragraphs just to list them all by name! One of our most popular items, our interpretation of this modern classic floor lamp features a solid veined marble base which supports a squared arc-shaped adjustable stem of stainless steel culminating in a brushed steel hemisphere with perforated circles for diffusing ambient light upward while direct illumination is directed downward. Base weighs 150 lbs.",154,"Default Category/Lighting,Default Category/Lighting/Floor Lamps",/c/f/cf601-pic2_2.jpg,/c/f/cf601-pic2_2.jpg,/c/f/cf601-pic2_2.jpg,"/c/f/cf601-pic2.jpg,/c/f/cf601-pic1.jpg,/c/f/cf601-pic2_2.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGMT100,njm_name=castiglioni flos arco floor lamp,dimensions=<p>Lamp: 84 - 89"" maximum extension x 13"" x 96""
<br />Marble base: 7"" x 10 1/4"" x 21 3/4""</p></p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000661,"Guilford table lamp",199,"The minimalist design of our Guilford table lamp has a tapered steel rod and base with chrome finish, and an adjustale height shade. The 8.75"" frosted glass shade requires 1 x E26 medium base 60 watt bulb (not included). This versatile lighting element is also available as a floor lamp and has an on/off switch on its power cord.","The minimalist design of our Guilford table lamp has a tapered steel rod and base with chrome finish, and an adjustale height shade. The 8.75"" frosted glass shade requires 1 x E26 medium base 60 watt bulb (not included). This versatile lighting element is also available as a floor lamp and has an on/off switch on its power cord.",20,"Default Category/Lighting,Default Category/Lighting/Table Lamps",/1/8/18n-hgmt114_1.jpg,/1/8/18n-hgmt114_1.jpg,/1/8/18n-hgmt114_1.jpg,"/6/3/630709.jpg,/1/8/18n-hgmt114.jpg,/1/8/18n-hgmt114_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGMT114,njm_name=felicia table lamp,dimensions=<p>8 3/4"" x 14-26 1/2""
<br>Shade: W8.75"" 
<br>Cord length: 80""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000662,"Guilford floor lamp",299,"The minimalist design of our Guilford floor lamp has a tapered steel rod and base with chrome finish, and an adjustale height shade. The 8.75"" frosted glass shade requires 1 x E26 medium base 60 watt bulb (not included). This versatile lighting element is also available as a table lamp and has an on/off switch on its power cord.","The minimalist design of our Guilford floor lamp has a tapered steel rod and base with chrome finish, and an adjustale height shade. The 8.75"" frosted glass shade requires 1 x E26 medium base 60 watt bulb (not included). This versatile lighting element is also available as a table lamp and has an on/off switch on its power cord.",15,"Default Category/Lighting,Default Category/Lighting/Floor Lamps",/6/0/600509_1.jpg,/6/0/600509_1.jpg,/6/0/600509_1.jpg,"/6/0/600509.jpg,/6/0/600509_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGMT148,njm_name=felicia floor lamp,dimensions=<p>15 x 11 x 38-64""
<br>shade: 8.75""
<br>base: 11 3/4""
<br>cord length: 80""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000666,"Cicero coffee table",1059,"Our Cicero coffee table is crafted with a classic marble top and open circular frame. Available in two frame finishes, with white or black marble, this is a sophisticated piece that's ideal in any modern space.","Our Cicero coffee table is crafted with a classic marble top and open circular frame. Available in two frame finishes, with white or black marble, this is a sophisticated piece that's ideal in any modern space.",80,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",/1/8/18n-hgna417-bassett-black-statinless.jpg,/1/8/18n-hgna417-bassett-black-statinless.jpg,/1/8/18n-hgna417-bassett-black-statinless.jpg,"/1/8/18n-hgna417-bassett-white-stainless.jpg,/1/8/18n-hgna417-bassett-black-statinless.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGNA417,njm_name=bassett coffee table,dimensions=<p>36 x 36 x 15.8""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000667,"Cicero side table",599,"Our Cicero side table is crafted with a classic marble top and open circular frame. Available in two frame finishes, with white or black marble, this is a sophisticated piece that's ideal in any modern space.","Our Cicero side table is crafted with a classic marble top and open circular frame. Available in two frame finishes, with white or black marble, this is a sophisticated piece that's ideal in any modern space.",40,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",/1/8/18n-hgna424-bassett-white-gold.jpg,/1/8/18n-hgna424-bassett-white-gold.jpg,/1/8/18n-hgna424-bassett-white-gold.jpg,"/1/8/18n-hgna424-black-gold.jpg,/1/8/18n-hgna424-bassett-white-gold.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGNA424,njm_name=bassett side table,dimensions=<p>23.8 x 23.8 x 23.8""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000668,"Newberlin side table",829,"Our Newberlin end table adds dimension and design to your living space, as a useful piece for daily use. Its open frame is made in a brushed gold finish, with a dual surface area of marble and a gold tray. Also available as a matching coffee table (sold separately).","Our Newberlin end table adds dimension and design to your living space, as a useful piece for daily use. Its open frame is made in a brushed gold finish, with a dual surface area of marble and a gold tray. Also available as a matching coffee table (sold separately).",30,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",/1/8/18n-hgna425-bayview.jpg,/1/8/18n-hgna425-bayview.jpg,/1/8/18n-hgna425-bayview.jpg,/1/8/18n-hgna425-bayview.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGNA425,njm_name=bayview side table,dimensions=<p>30 x 24 x 24""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000669,"Newberlin coffee table - rectangle",1109,"Our rectangle Newberlin coffee table adds dimension and design to your living space, as a useful piece for daily use. Its open frame is made in a brushed gold finish, with a dual surface area of marble and a gold tray. Also available as a side table and square coffee table (sold separately).","Our rectangle Newberlin coffee table adds dimension and design to your living space, as a useful piece for daily use. Its open frame is made in a brushed gold finish, with a dual surface area of marble and a gold tray. Also available as a side table and square coffee table (sold separately).",45,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",/1/8/18n-hgna428-bayview.jpg,/1/8/18n-hgna428-bayview.jpg,/1/8/18n-hgna428-bayview.jpg,/1/8/18n-hgna428-bayview.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGNA428,njm_name=bayview coffee table - rectangle,dimensions=<p>55.3 x 30 x 15""
</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000670,"Lancaster console table",1599,"Our Lancaster console table has a sleek, polished black top and a brushed gold frame creating an elegant look that will enhance the home's hallway or living room. A lower shelf offers convenient storage or display space, while providing additional stability for this handsome piece.","Our Lancaster console table has a sleek, polished black top and a brushed gold frame creating an elegant look that will enhance the home's hallway or living room. A lower shelf offers convenient storage or display space, while providing additional stability for this handsome piece.",70,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",/1/8/18n-hgna429.jpg,/1/8/18n-hgna429.jpg,/1/8/18n-hgna429.jpg,/1/8/18n-hgna429.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGNA429,njm_name=bush console table,dimensions=<p>13.5 x 13.5 x 22.5""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000671,"Newbremen side table",899,"Our Newbremen side table has a brushed gold table surface upon a conical pedestal base of white marble. It has a look that is both modern and sophisticated, and works as a practical accent piece in the home's living room.","Our Newbremen side table has a brushed gold table surface upon a conical pedestal base of white marble. It has a look that is both modern and sophisticated, and works as a practical accent piece in the home's living room.",100,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",/1/8/18n-hgna430.jpg,/1/8/18n-hgna430.jpg,/1/8/18n-hgna430.jpg,/1/8/18n-hgna430.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGNA433,njm_name=buffalo side table,dimensions=<p>19.8 x 19.8 x 19.8</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000675,"Newberlin coffee table - square",1059,"Our square Newberlin coffee table adds dimension and design to your living space, as a useful piece for daily use. Its open frame is made in a brushed gold finish, with a dual surface area of marble and a gold tray. Also available as a side table and rectangular coffee table (sold separately).","Our square Newberlin coffee table adds dimension and design to your living space, as a useful piece for daily use. Its open frame is made in a brushed gold finish, with a dual surface area of marble and a gold tray. Also available as a side table and rectangular coffee table (sold separately).",40,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",/1/8/18n-hgna461-bayview.jpg,/1/8/18n-hgna461-bayview.jpg,/1/8/18n-hgna461-bayview.jpg,/1/8/18n-hgna461-bayview.jpg,"quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGNA461,njm_name=bayview coffee table - square,dimensions=<p>36 x 36 x 15""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000682,"DeWitt shell barstool - eiffel base",299,"A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt barstool with Eiffel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on polished stainless steel Eiffel legs with a footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt barstool with Eiffel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on polished stainless steel Eiffel legs with a footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",70,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",/1/8/18n-hgqm101.jpg,/1/8/18n-hgqm101.jpg,/1/8/18n-hgqm101.jpg,"/h/g/hgqm100_1_1.jpg,/1/8/18n-hgqm101.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGQM100,njm_name=eaze shell barstool eiffel base,dimensions=<p>W18.5"" x D20.5"" x H5""
<br>Seat: H30"" x D15.75""
<br>Footrest: H12""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
nl-000683,"DeWitt shell counter stool - eiffel base",299,"A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt counter stool with Eiffel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on polished stainless steel Eiffel legs with a footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.","A and D Modern's DeWitt collection features quality reproductions of the mid-century classic, shell chair design. Available in a wide range of colors, materials, and leg configurations, our DeWitt bar and counter stools provide practical seating options for both residential and commercial spaces - from the modern home's kitchen, to the office meeting room. This DeWitt counter stool with Eiffel base is true to the original specifications, crafted from a durable polypropylene plastic shell that offers a more affordable alternative to fiberglass, with slightly more flex. The shell seat sits on polished stainless steel Eiffel legs with a footrest for additional comfort and stability, and plastic feet runners to protect flooring surfaces from scratching. If you have a specific requirement for a project, we’re happy to help. Please contact one of our professionals to discuss your requirements.",20,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",/h/g/hgqm100_1_1_1.jpg,/h/g/hgqm100_1_1_1.jpg,/h/g/hgqm100_1_1_1.jpg,"/h/g/hgqm100_1_1_1.jpg,/1/8/18n-hgqm101_1.jpg","quantity_and_stock_status=In Stock,custom_order=No,fast_ship=No,njm_sku=18N-HGQM102,njm_name=eaze shell counter stool eiffel base,dimensions=<p>W18.5"" x D20.5"" x H40.75""
<br>Seat: H26"" x D15.75""
<br>Footrest: H8""</p>",customOptionsSet,simple,base,1,"Taxable Goods","Catalog, Search",1000,1,1
