sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
mf-000367,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Alexandria dining table,"<p>This is our replica prouve gueridon dining table. A table with distinctive and convincing structural clarity, Gueridon was designed by Prouve for the University of Paris. Manufactured from individual pieces of solid wood with a veneer finish, it gives the impression of both sturdiness and lightness. This table is well suited for both the domestic setting and for the furnishing of cafes and restaurants. Technical description: Solid wood legs, metal rod connectors, lacquered black. Tabletops in natural wood veneers.</p>",75,1,Taxable Goods,"Catalog, Search",979,/p/r/prouve_din_wal_3.jpg,,/p/r/prouve_din_wal_3.jpg,,/p/r/prouve_din_wal_3.jpg,,1000,1,0,"/p/r/prouve_din_wal.jpg,/p/r/prouve_din_nat.jpg,/p/r/prouve_din_wal_1.jpg,/p/r/prouve_din_wal_2.jpg,/p/r/prouve_din_wal_3.jpg",,16M-EEI-1065,prouve gueridon dining table,"Overall Product 47""L x 47""W x 29""H Table Top Thickness: 1""H"
tf-000983,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom",base,Allen bed,"Insert some elegance into your master suite with A+D Modern's beautiful Allen velvet bed. Featuring rich velvet upholstery with stylish button tufting on the headboard, its frame is crafted with solid kiln dried wood upon solid ash legs. No box spring required. Slats included.",140,1,Taxable Goods,"Catalog, Search",1399,/2/5/25t-tov-b27-navy.jpg,,/2/5/25t-tov-b27-navy.jpg,,/2/5/25t-tov-b27-navy.jpg,,1000,1,0,"/2/5/25t-tov-b30-grey-3.jpg,/2/5/25t-tov-b30-grey-4.jpg,/2/5/25t-tov-b30-grey.jpg,/2/5/25t-tov-b27-navy.jpg,/2/5/25t-tov-b30-grey-2.jpg,/2/5/25t-tov-b27-navy-2.jpg,/2/5/25t-tov-b27-navy-4.jpg,/2/5/25t-tov-b27-navy-3.jpg",,25T-TOV-B28,louise velvet bed,"FULL: 59.3""W x 83""D x 62""H 
<br />QUEEN: 69.1''W x 87.8''D x 55.5''H
<br />KING: 81.3""W x 87""D x 62""H "
nl-000743,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Alma coffee table,"With a gorgeous geometric base, our Alma  coffee table adds eye-catching appeal as an accent piece in the modern home. Its hexagonal, glass top sits upon a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a side table (sold separately).",150,1,Taxable Goods,"Catalog, Search",739,/1/8/18n-hgtb466.jpg,,/1/8/18n-hgtb466.jpg,,/1/8/18n-hgtb466.jpg,,1000,1,0,/1/8/18n-hgtb466.jpg,,18N-HGTB466,myrtle coffee table,"41""º x 35""æ x 15""º"""
nl-000744,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Alma side table,"With a gorgeous geometric base, our Alma  side table adds eye-catching appeal as an accent piece in the modern home. Its hexagonal, glass top sits upon a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a coffee table (sold separately).",100,1,Taxable Goods,"Catalog, Search",439,/1/8/18n-hgtb467.jpg,,/1/8/18n-hgtb467.jpg,,/1/8/18n-hgtb467.jpg,,1000,1,0,/1/8/18n-hgtb467.jpg,,18N-HGTB467,myrtle side table,"23""æ x 23""æ x 21æ"""
nl-000760,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",base,Amchir ceiling lamp,"The Amchir Pendant Lamp is crafted from curvaceous waves of clean white, shaped into an elegant orb drop. Designed to beautifully enhance any room it illuminates, adding a modern element with just a hint of drama.
<p><strong>Features at a glance:</strong></p>
<ul>
<li>molded white polypropylene</li>
<li>chrome canopy</li>
<li>takes 3 x E26 medium base 60 watt bulbs (not included)</li>
</ul>",8,1,Taxable Goods,"Catalog, Search",299,/m/e/meringue_lighting_2.jpg,,/m/e/meringue_lighting_2.jpg,,/m/e/meringue_lighting_2.jpg,,1000,1,0,"/m/e/meringue_lighting.jpg,/m/e/meringue_lighting_2.jpg",,18N-HGVF272,meringue ceiling lamp,"26"" x 26""
cable length: 51 1/4"""
zm-001214,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Style Sofas",base,Ames sectional,"Offering exceptional style, comfort, and seating space for your living room, our Ames sectional is sure to please. Constructed with a frame of steel and pine wood, it is finished in a contemporary charcoal gray poly linen upholstery.",280,1,Taxable Goods,"Catalog, Search",4259,/1/0/100783-1-650x650.jpg,,/1/0/100783-1-650x650.jpg,,/1/0/100783-1-650x650.jpg,,1000,1,0,"/1/0/100783-1-650x650.jpg,/1/0/100783-2-650x650.jpg,/1/0/100783-3-650x650.jpg,/1/0/100783-4-650x650.jpg,/1/0/100783-5-650x650.jpg",,29Z-100783,noble sectional,"W111.8 x H33.5 x L111.8"""
tf-001027,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Amity bench,"With its genuine sheepskin pad in white, A+D Modern's Amity bench offers a contemporary and comfortable accent piece for the modern home's living room, bedroom, or entry way. The leg base comes in polished gold or silver",60,1,Taxable Goods,"Catalog, Search",1299,/2/5/25t-tov-o92-silver.jpg,,/2/5/25t-tov-o92-silver.jpg,,/2/5/25t-tov-o92-silver.jpg,,1000,1,0,"/2/5/25t-tov-o92-2.jpg,/2/5/25t-tov-o64-2.jpg,/2/5/25t-tov-o64-gold.jpg,/2/5/25t-tov-o92-1.jpg,/2/5/25t-tov-o92-silver.jpg,/2/5/25t-tov-o64-1.jpg",,25T-TOV-O64,landis sheepskin bench,"41""W x 16.5""D x 18.5""H "
zm-001166,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Amityville coffee table,"Marvelously modern, our Amityville coffee table will create a showcase piece for your living room space. It's faux-concrete column base effortlessly supports the tempered glass table surface.",95,1,Taxable Goods,"Catalog, Search",629,/2/9/29z-100200.jpg,,/2/9/29z-100200.jpg,,/2/9/29z-100200.jpg,,1000,1,0,"/1/0/100200-3-650x650.jpg,/1/0/100200-2-650x650.jpg,/2/9/29z-100200.jpg",,29Z-100200,nostrand coffee table,"W39.4 x H15.7 x L39.4"""
zm-001165,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Amityville side table,"Marvelously modern, our Amityville side table will create a versatile showcase piece for your living room space. It's faux-concrete column base effortlessly supports the tempered glass table surface.",53,1,Taxable Goods,"Catalog, Search",459,/2/9/29z-100194.jpg,,/2/9/29z-100194.jpg,,/2/9/29z-100194.jpg,,1000,1,0,"/1/0/100194-2-650x650.jpg,/1/0/100194-3-650x650.jpg,/2/9/29z-100194.jpg",,29Z-100194,nostrand side table,"W21.7"" x H20"" x L21.7"""
tf-000966,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Amsterdam armchair,"A+D Modern's Amsterdam armchair offers a textural seating accent piece for your living room and has a modern, square box design and minimalist metal legs. It is finished in two colors of soft velvet upholstery with hand-woven fabric detailing on the outer frame.",66,1,Taxable Goods,"Catalog, Search",1099,/2/5/25t-tov-a150-blue-.jpg,,/2/5/25t-tov-a150-blue-.jpg,,/2/5/25t-tov-a150-blue-.jpg,,1000,1,0,"/2/5/25t-tov-a150-blue-.jpg,/2/5/25t-tov-a150-blue-1.jpg,/2/5/25t-tov-a150-blue-2.jpg,/2/5/25t-tov-a160-gray-2.jpg,/2/5/25t-tov-a160-gray.jpg,/2/5/25t-tov-a160-gray-1.jpg",,25T-TOV-A160,lefferts woven velvet armchair,"34.7""W x 33.5""D x 28.8""H"
tf-001026,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Amsterdam bench,"A+D Modern's Amsterdam bench offers a textural seating accent piece for your living room and has a simple, modern design with translucent acrylic legs. It is finished in two colors of soft velvet upholstery with hand-woven fabric detailing on the bench seating pad.",32,1,Taxable Goods,"Catalog, Search",879,/2/5/25t-tov-o57-gray.jpg,,/2/5/25t-tov-o57-gray.jpg,,/2/5/25t-tov-o57-gray.jpg,,1000,1,0,"/2/5/25t-tov-o57-2.jpg,/2/5/25t-tov-o56-1.jpg,/2/5/25t-tov-o57-1.jpg,/2/5/25t-tov-o57-gray.jpg,/2/5/25t-tov-o56-navy.jpg,/2/5/25t-tov-o56-2.jpg",,25T-TOV-O56,lefferts woven velvet bench,"48.8""W x 18.5""D x 18.3""H"
nl-000749,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,"Ancram 54"" dining table","Sensationally sculptural, our Ancram dining table brings instant designer style to the modern home's eating space. Its round, glass top is available in two sizes with a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a side and coffee table (sold separately).",250,1,Taxable Goods,"Catalog, Search",1399,/1/8/18n-hgtb490.jpg,,/1/8/18n-hgtb490.jpg,,/1/8/18n-hgtb490.jpg,,1000,1,0,/1/8/18n-hgtb490.jpg,,18N-HGTB490,"murdock dining table - 54""","53""º x 53""º x 29""Ω"""
nl-000756,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,"Ancram 60"" dining table","Sensationally sculptural, our Ancram dining table brings instant designer style to the modern home's eating space. Its round, glass top is available in two sizes with a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a side and coffee table (sold separately).",250,1,Taxable Goods,"Catalog, Search",1599,/1/8/18n-hgtb490_1.jpg,,/1/8/18n-hgtb490_1.jpg,,/1/8/18n-hgtb490_1.jpg,,1000,1,0,/1/8/18n-hgtb490_1.jpg,,18N-HGTB526,"murdock dining table - 60""","60 x 60 x 29""Ω"""
nl-000747,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Ancram coffee table,"Sensationally sculptural, our Ancram coffee table brings instant designer style as an accent piece in the modern home. Its round, glass top sits upon a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a dining and side table (sold separately).",150,1,Taxable Goods,"Catalog, Search",949,/1/8/18n-hgtb486.jpg,,/1/8/18n-hgtb486.jpg,,/1/8/18n-hgtb486.jpg,,1000,1,0,/1/8/18n-hgtb486.jpg,,18N-HGTB486,murdock coffee table,"41""º x 41""º x 14""Ω"""
nl-000748,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Ancram side table,"Sensationally sculptural, our Ancram side table brings instant designer style as an accent piece in the modern home. Its round, glass top sits upon a striking metal base finished in your choice of brushed gold or polished stainless, and is also offered as a dining and coffee table (sold separately).",100,1,Taxable Goods,"Catalog, Search",439,/1/8/18n-hgtb487.jpg,,/1/8/18n-hgtb487.jpg,,/1/8/18n-hgtb487.jpg,,1000,1,0,/1/8/18n-hgtb487.jpg,,18N-HGTB487,murdock side table,"23""æ x 23""æ x 21æ"""
nl-000745,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Andes bench,"A handsome option for your home's entryway, living or bedroom space, our Andes bench is available in two sizes to offer the perfect perching place. It's clean and classic shape is finished in either black or white naugahyde with your choice of gold or stainless frame.",40,1,Taxable Goods,"Catalog, Search",599,/1/8/18n-hgtb484.jpg,,/1/8/18n-hgtb484.jpg,,/1/8/18n-hgtb484.jpg,,1000,1,0,"/1/8/18n-hgtb484.jpg,/1/8/18n-hgtb484-_1.jpg",,18N-HGTB480,morgan bench - short,"47""º x 17""æ x 17æ"""
nl-000746,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Andes bench - long,"A handsome option for your home's entryway, living or bedroom space, our Andes bench is available in two sizes to offer the perfect perching place. It's clean and classic shape is finished in either black or white naugahyde with your choice of gold or stainless frame.",50,1,Taxable Goods,"Catalog, Search",679,/1/8/18n-hgtb484-.jpg,,/1/8/18n-hgtb484-.jpg,,/1/8/18n-hgtb484-.jpg,,1000,1,0,"/1/8/18n-hgtb484_1.jpg,/1/8/18n-hgtb484-.jpg",,18N-HGTB484,morgan bench - long,"59 x 17""æ x 17æ"""
jo-000339,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Ardsley chair set,"A contemporary homage to the classic ""bull chair"" design, A+D Modern's Ardsley chair set offers a stylish seating option or accent piece for a variety of spaces in the home or office environment. Sold as a set of two, this chair is crafted with a sculpted, curved seat back of solid wood, metal frame, and has a gray padded seat cushion in a leather-look finish.",30,1,Taxable Goods,"Catalog, Search",429,/2/1/21-gry-2_1024x1024.jpg,,/2/1/21-gry-2_1024x1024.jpg,,/2/1/21-gry-2_1024x1024.jpg,,1000,1,0,"/2/1/21-gry-3_1024x1024.jpg,/2/1/21-gry-5_1024x1024.jpg,/2/1/21-gry-6_1024x1024.jpg,/2/1/21-gry-2_1024x1024.jpg,/2/1/21-gry-1_1024x1024.jpg",,13J-M21,"lloyd chair, set of 2","W17.7"" x D20.7""""®x H32.4"""
tf-001028,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Stools and Ottomans",base,Arkwright ottoman,"Our rectangular Arkwright ottoman features deep button tufting and comes in four shades of plush velvet upholstery. Crafted from a solid wood frame, this versatile ottoman serves as a casual seating bench, footrest, table, or elegant accent piece for any room in the modern home.",35,1,Taxable Goods,"Catalog, Search",549,/2/5/25t-tov-o68-1.jpg,,/2/5/25t-tov-o68-1.jpg,,/2/5/25t-tov-o68-1.jpg,,1000,1,0,"/2/5/25t-tov-o68-1.jpg,/2/5/25t-tov-o66-green.jpg,/2/5/25t-tov-o68-2.jpg,/2/5/25t-tov-o65-gray.jpg,/2/5/25t-tov-o66-1.jpg,/2/5/25t-tov-o65-2.jpg,/2/5/25t-tov-o68-navy.jpg,/2/5/25t-tov-o67-2.jpg,/2/5/25t-tov-o67-black.jpg,/2/5/25t-tov-o65-1.jpg,/2/5/25t-tov-o67-1.jpg,/2/5/25t-tov-o66-2.jpg,/t/o/tov-o96-1.jpg,/t/o/tov-o96-2.jpg",,25T-TOV-O65,lawn velvet ottoman,"51.2""W x 22.4""D x 16.4""H"
zm-001216,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Athens coffee table,"Dark, linear, and modern, our Athens coffee table creates a distinctive design element in your living space. It is crafted from a white wash finish poly-cement and acacia wood.",70,1,Taxable Goods,"Catalog, Search",699,/2/9/29z-100798.jpg,,/2/9/29z-100798.jpg,,/2/9/29z-100798.jpg,,1000,1,0,"/1/0/100798-3-650x650.jpg,/1/0/100798-2-650x650.jpg,/2/9/29z-100798.jpg,/1/0/100798-4-650x650.jpg",,29Z-100798,norman coffee table,"W47.2 x H17.7 x L23.6"""
zm-001217,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Athens console table,"Dark, linear, and modern, our Athens console table creates a distinctive design element in your living space. It is crafted from a white wash finish poly-cement and acacia wood.",60,1,Taxable Goods,"Catalog, Search",599,/2/9/29z-100799.jpg,,/2/9/29z-100799.jpg,,/2/9/29z-100799.jpg,,1000,1,0,"/1/0/100799-3-650x650.jpg,/1/0/100799-2-650x650.jpg,/2/9/29z-100799.jpg,/1/0/100799-5-650x650.jpg",,29Z-100799,norman console table,"W47.2 x H29.5 x L15.7"""
zm-001253,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables,Default Category/Modern Furniture/Outdoor Furniture",base,Athens nesting side tables,"Linear and modern, our Athens nesting side tables create a distinctive design element in your living space. Crafted from a sturdy epoxy and cement-blend to form a non-porous finish, these easy-clean tables can be used indoors or out.",32,1,Taxable Goods,"Catalog, Search",459,/2/9/29z-703758.jpg,,/2/9/29z-703758.jpg,,/2/9/29z-703758.jpg,,1000,1,0,"/7/0/703758-3-650x650.jpg,/7/0/703758-2-650x650.jpg,/2/9/29z-703758.jpg,/7/0/703758-7-650x650.jpg,/7/0/703758-10-650x650.jpg,/7/0/703758-5-650x650.jpg,/7/0/703758-11-650x650.jpg,/7/0/703758-14-650x650.jpg",,29Z-703758,norman nesting side tables,"W16.5 x H19.7 x L12.3"""
nl-000601,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Attica side table,"Our Attica side table is a an exceptionally elegant accent piece for the modern home's living space. Crafted with a round marble top and base, a polished gold stem and handle punctuates its clean lines.",120,1,Taxable Goods,"Catalog, Search",659,/1/8/18n-hgdj959.jpg,,/1/8/18n-hgdj959.jpg,,/1/8/18n-hgdj959.jpg,,1000,1,0,/1/8/18n-hgdj959.jpg,,18N-HGDJ959,national side table,"19""æ x 19""æ x 25""Ω"""
mf-000424,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Floor Lamps",base,Auburn floor lamp,A+D Modern's sputnik-inspired Auburn  floor lamp is an inspiring piece in black metal that admirably serves its functional lighting task. Also available as a table lamp.,100,1,Taxable Goods,"Catalog, Search",399,/1/6/16m-eei-1563_1_4.jpg,,/1/6/16m-eei-1563_1_4.jpg,,/1/6/16m-eei-1563_1_4.jpg,,1000,1,0,"/1/6/16m-eei-1563_1.jpg,/1/6/16m-eei-1563_2.jpg,/1/6/16m-eei-1563_3.jpg,/1/6/16m-eei-1563_4.jpg,/1/6/16m-eei-1563_1_3.jpg,/1/6/16m-eei-1563_1_4.jpg",,16M-EEI-1563,spectrum floor lamp," 26.5""L x 26.5""W x 65.5""H
<br />Cord: 126""L
<br />Base: 11""L x 11""W x .5""H"
mf-000425,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Table Lamps",base,Auburn table lamp,A+D Modern's sputnik-inspired Auburn  table lamp is an inspiring piece in black metal that admirably serves its functional lighting task. Also available as a floor lamp.,20,1,Taxable Goods,"Catalog, Search",359,/1/6/16m-eei-1564_1_3.jpg,,/1/6/16m-eei-1564_1_3.jpg,,/1/6/16m-eei-1564_1_3.jpg,,1000,1,0,"/1/6/16m-eei-1564_3.jpg,/1/6/16m-eei-1564_1.jpg,/1/6/16m-eei-1564_2.jpg,/1/6/16m-eei-1564_4.jpg,/1/6/16m-eei-1564_1_2.jpg,/1/6/16m-eei-1564_1_3.jpg",,16M-EEI-1564,spectrum table lamp,"15.5""L x 15.5""W x 24.5""H
<br />Cord: 63.5""L
<br />Base: 8""L x 8""W x .5""H"
nl-000696,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Aurora armchair,"With comfortable padded curves, our Aurora armchair is an excellent accent piece for the contemporary living space and comes in three upholstery options. It sits on chrome legs, finished in gold for the lagoon blue upholstery option only.",100,1,Taxable Goods,"Catalog, Search",1249,/1/8/18n-hgsc141.jpg,,/1/8/18n-hgsc141.jpg,,/1/8/18n-hgsc141.jpg,,1000,1,0,/1/8/18n-hgsc141.jpg,,18N-HGSC141,knapp armchair,"39æ"" x 35""Ω"" x 28æ"""
nl-000697,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Ausable lounge chair,"Sit back and relax in our chic and stylish Ausable lounge chair - an ideal option for the modern home's living room. Upholstered in three contemporary shades of fabric, its metal frame is finished in matte black.",45,1,Taxable Goods,"Catalog, Search",1499,/1/8/18n-hgsc158.jpg,,/1/8/18n-hgsc158.jpg,,/1/8/18n-hgsc158.jpg,,1000,1,0,"/1/8/18n-hgsc158.jpg,/1/8/18n-hgsc158-1.jpg",,18N-HGSC158,middagh lounge chair,"35 x 36""º x 44""ù"
nl-000699,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Babylon armchair,"An elegant option for the modern living room, our Babylon armchair oozes comfort and style. Sitting upon splayed, ash-stained walnut legs, with a selection of rich fabric upholstery options, it creates a classic piece that offers years of use.",45,1,Taxable Goods,"Catalog, Search",999,/1/8/18n-hgsc180.jpg,,/1/8/18n-hgsc180.jpg,,/1/8/18n-hgsc180.jpg,,1000,1,0,"/1/8/18n-hgsc180-1.jpg,/1/8/18n-hgsc180.jpg",,18N-HGSC180,midwood armchair,"34 x 32 x 32""Ω"""
nl-000705,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Bainbridge bench,"Walnut legs and a comfortable seating pad combine good looks with versatility in our Bainbridge bench, a piece that works equally well in your home's entryway, living or bedroom space. It is finished in two shades of elegant gray upholstery for classic styling that will stand the test of time.",50,1,Taxable Goods,"Catalog, Search",779,/1/8/18n-hgsc250.jpg,,/1/8/18n-hgsc250.jpg,,/1/8/18n-hgsc250.jpg,,1000,1,0,/1/8/18n-hgsc250.jpg,,18N-HGSC250,moultrie bench,"59""Ω x 18""æ x 18"""
nl-000698,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Baldwin armchair,"Contemporary and comfortable, our Baldwin armchair offers a handsome addition to the modern living room's seating area. Upholstered in a selection of attractive fabric colors, its broad silhouette is enhanced by a sophisticated piping finish and it sits upon splayed, ash-stained walnut legs.",45,1,Taxable Goods,"Catalog, Search",849,/1/8/18n-hgsc177.jpg,,/1/8/18n-hgsc177.jpg,,/1/8/18n-hgsc177.jpg,,1000,1,0,"/1/8/18n-hgsc177.jpg,/1/8/18n-hgsc177-2.jpg,/1/8/18n-hgsc177-3.jpg",,18N-HGSC177,middleton armchair,"32""º x 32""æ x 32""ù"
zm-001258,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",base,Barton double dresser,"With its geometric dimensional design, the Barton series brings definition to any bedroom. Ample storage is offered in six drawers nestled into its rich walnut facade. Crafted with wood veneer and solid rubberwood, this handsome modern style will bring you years of satisfaction.",165,1,Taxable Goods,"Catalog, Search",1499,/8/0/800328-1-san-diego-double-dresser_1.jpg,,/8/0/800328-1-san-diego-double-dresser_1.jpg,,/8/0/800328-1-san-diego-double-dresser_1.jpg,,1000,1,0,"/8/0/800328-1-san-diego-double-dresser.jpg,/8/0/800328-2-san-diego-double-dresser.jpg,/8/0/800328-3-san-diego-double-dresser.jpg,/8/0/800328-4-san-diego-double-dresser.jpg,/8/0/800328-5-san-diego-double-dresser.jpg,/8/0/800328-1-san-diego-double-dresser_1.jpg",,29Z-800328,san diego double dresser,"W59"" x D18.7"" x H31.9"""
zm-001261,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",base,Barton high chest,"With its geometric dimensional design, the Barton series brings definition to any bedroom. Ample storage is offered in five drawers nestled into its rich walnut facade. Crafted with wood veneer and solid rubberwood, this handsome modern style will bring you years of satisfaction.",158.4,1,Taxable Goods,"Catalog, Search",1399,/8/0/800331-1-san-diego-high-chest_1.jpg,,/8/0/800331-1-san-diego-high-chest_1.jpg,,/8/0/800331-1-san-diego-high-chest_1.jpg,,1000,1,0,"/8/0/800331-1-san-diego-high-chest.jpg,/8/0/800331-2-san-diego-high-chest.jpg,/8/0/800331-3-san-diego-high-chest.jpg,/8/0/800331-4-san-diego-high-chest.jpg,/8/0/800331-5-san-diego-high-chest.jpg,/8/0/800331-1-san-diego-high-chest_1.jpg",,29Z-800331,san diego high chest,"W33.5"" x D18.5"" x H49"""
zm-001256,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom",base,Barton king bed,"With its geometric dimensional design, the Barton series brings definition to any bedroom. Choose either a queen or king size low profile slat base frame (mattress not included). Crafted with wood veneer and solid rubberwood, this handsome modern style will bring you years of satisfaction.",134.2,1,Taxable Goods,"Catalog, Search",1799,/8/0/800312-1-san-diego-king-bed_1.jpg,,/8/0/800312-1-san-diego-king-bed_1.jpg,,/8/0/800312-1-san-diego-king-bed_1.jpg,,1000,1,0,"/8/0/800312-1-san-diego-king-bed.jpg,/8/0/800312-2-san-diego-king-bed.jpg,/8/0/800312-3-san-diego-king-bed.jpg,/8/0/800312-4-san-diego-king-bed.jpg,/8/0/800312-5-san-diego-king-bed.jpg,/8/0/800312-1-san-diego-king-bed_1.jpg",,29Z-800312,san diego king bed,"W78.5"" x D85.8"" x H47.6"""
zm-001259,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Decor Accessories/Other Cool Stuff",base,Barton mirror,"With its geometric dimensional design, the Barton series brings definition to any bedroom. This square mirror, with accented corners, will complete your bedroom set. Crafted with wood veneer and solid rubberwood, this handsome modern style will bring you years of satisfaction.",35.2,1,Taxable Goods,"Catalog, Search",299,/8/0/800329-1-san-diego-mirror_1.jpg,,/8/0/800329-1-san-diego-mirror_1.jpg,,/8/0/800329-1-san-diego-mirror_1.jpg,,1000,1,0,"/8/0/800329-1-san-diego-mirror.jpg,/8/0/800329-2-san-diego-mirror.jpg,/8/0/800329-1-san-diego-mirror_1.jpg",,29Z-800329,san diego mirror,"W39.4"" x D1.5"" x H39.4"""
zm-001260,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",base,Barton night stand,"With its geometric dimensional design, the Barton series brings definition to any bedroom. Ample storage is offered in two drawers nestled into its rich walnut facade. Crafted with wood veneer and solid rubberwood, this handsome modern style will bring you years of satisfaction.",68.2,1,Taxable Goods,"Catalog, Search",549,/8/0/800330-san-diego-nightstand_1.jpg,,/8/0/800330-san-diego-nightstand_1.jpg,,/8/0/800330-san-diego-nightstand_1.jpg,,1000,1,0,"/8/0/800330-san-diego-nightstand.jpg,/8/0/800330-2-san-diego-nightstand.jpg,/8/0/800330-3-san-diego-nightstand.jpg,/8/0/800330-4-san-diego-nightstand.jpg,/8/0/800330-5-san-diego-nightstand.jpg,/8/0/800330-san-diego-nightstand_1.jpg",,29Z-800330,san diego night stand,"W24"" x D16.5"" x H21.7""</p>"
